ticket_id,employee_id,position_id,category,status,open_date,close_date,assigned_to,resolution_notes
TKT-002277,EMP-00160,,Employee Relations,Closed,2025-08-23,2025-09-20,EMP-00395,Recognize bar computer a bar career just.
TKT-002278,EMP-00310,DATA-MGR,Onboarding,Closed,2025-05-29,2025-07-03,EMP-00393,Size tonight ground while action teacher service record.
TKT-002279,EMP-00029,ENG-IC2,Compensation,Closed,2025-12-18,2025-12-31,EMP-00395,Bad book Democrat rest consumer.
TKT-002280,EMP-00367,,Employee Relations,Closed,2025-11-19,2025-12-31,EMP-00393,Whom pressure rather employee plant pay allow executive.
TKT-002281,EMP-00245,,HR Technology,Closed,2025-06-20,2025-10-04,EMP-00399,Between kitchen course can organization anyone government sea purpose.
TKT-002282,EMP-00298,CS-MGR,Learning & Development,Closed,2025-07-26,2025-08-12,EMP-00395,Tree project stop answer work.
TKT-002283,EMP-00121,FIN-MGR,Onboarding,Closed,2025-12-26,2025-12-31,EMP-00393,Whatever performance wide significant activity real often.
TKT-002284,EMP-00098,,Policy & Benefits,Closed,2025-11-26,2025-12-10,EMP-00045,Everyone call all Democrat.
TKT-002285,EMP-00348,,Payroll,Closed,2025-01-31,2025-01-26,EMP-00393,Media recognize set ask myself.
TKT-002286,EMP-00018,,Payroll,In Progress,2025-10-03,,EMP-00396,
TKT-002287,EMP-00132,,Payroll,Closed,2025-08-05,2025-09-02,EMP-00394,Party behind determine president they pattern company nation get seek training.
TKT-002288,EMP-00189,,HR Technology,Closed,2025-04-29,2025-07-08,EMP-00044,Future animal hold almost imagine main wait actually affect number.
TKT-002289,EMP-00104,,HR Technology,Closed,2025-10-02,2025-10-28,EMP-00044,Arrive national response local analysis receive drop look environment quite.
TKT-002290,EMP-00035,,HR Technology,Closed,2025-03-08,2025-04-19,EMP-00395,Production now eye ok white heart.
TKT-002291,EMP-00033,,HR Technology,Closed,2025-11-10,2025-12-31,EMP-00397,After hotel learn serve suffer free account.
TKT-002292,EMP-00071,,Payroll,Closed,2025-12-19,2025-12-31,EMP-00045,Plan stock authority defense here effort.
TKT-002293,EMP-00245,,Policy & Benefits,Closed,2025-01-10,2025-01-18,EMP-00391,Contain black Mr contain article cost water reflect.
TKT-002294,EMP-00407,,Payroll,Closed,2025-05-22,2025-05-26,EMP-00044,Despite determine former believe address skin.
TKT-002295,EMP-00229,,Policy & Benefits,Closed,2025-07-01,2025-07-06,EMP-00395,Always time instead quality green accept share must trial member.
TKT-002296,EMP-00300,,Policy & Benefits,Closed,2025-12-19,2025-12-31,EMP-00044,Add though bring himself know some pattern.
TKT-002297,EMP-00360,,Payroll,Closed,2025-03-27,2025-03-31,EMP-00044,Example question whatever type.
TKT-002298,EMP-00302,,HR Tech,Closed,2025-09-28,2025-10-10,EMP-00392,Free theory none so myself follow not control commercial.
TKT-002299,EMP-00362,EXEC,Learning & Development,Closed,2025-07-31,2025-08-25,EMP-00396,Side find house discuss successful industry sound condition across reason.
TKT-002300,EMP-00169,,Payroll,Closed,2025-11-04,2025-11-24,EMP-00392,Have minute back left leg agency other ability knowledge.
TKT-002301,EMP-00122,,Employee Relations,In Progress,2025-07-21,,EMP-00394,
TKT-002302,EMP-00318,,Policy & Benefits,Closed,2025-09-26,2025-10-01,EMP-00398,Song success difficult sell accept.
TKT-002303,EMP-00023,,Policy & Benefits,Closed,2025-03-23,2025-04-09,EMP-00044,Issue whatever between somebody rise color.
TKT-002304,EMP-00236,,HR Technology,In Progress,2025-10-27,,EMP-00395,
TKT-002305,EMP-00139,HR-IC2,Compensation,Closed,2025-05-01,2025-05-13,EMP-00398,Trade modern buy of major above hand behind.
TKT-002306,EMP-00412,,HR Technology,Closed,2025-02-14,2025-03-17,EMP-00398,Significant me deep he nearly.
TKT-002307,EMP-00361,EXEC,Learning & Development,In Progress,2025-12-10,,EMP-00044,
TKT-002308,EMP-00177,PM-SR,Onboarding,Closed,2025-06-23,2025-07-17,EMP-00393,Room thing notice less win.
TKT-002309,EMP-00068,,Policy & Benefits,In Progress,2025-02-20,,EMP-00044,
TKT-002310,EMP-00166,DEL-ROLE-041,Onboarding,Closed,2025-02-09,2025-02-25,EMP-00398,Region behind new and anyone yeah.
TKT-002311,EMP-00294,,HR Technology,Closed,2025-02-27,2025-03-17,EMP-00392,True long she record teach attack without participant.
TKT-002312,EMP-00217,,Payroll,Closed,2025-02-06,2025-02-17,EMP-00399,Meet old tonight sound everybody which.
TKT-002313,EMP-00375,DATA-IC2,Onboarding,Closed,2025-07-29,2025-08-27,EMP-00045,Term price yet catch reveal live ability.
TKT-002314,EMP-00050,,Employee Relations,Closed,2025-04-26,2025-06-10,EMP-00045,Necessary past Mr personal stuff director.
TKT-002315,EMP-00011,HR-IC2,Onboarding,Closed,2025-01-16,2025-01-23,EMP-00395,Arrive become everything would pressure room.
TKT-002316,EMP-00129,,Payroll,Closed,2025-01-11,2025-01-31,EMP-00395,Security at wind what officer report red pull save same.
TKT-002317,EMP-00199,DATA-IC2,Offboarding,Closed,2025-08-25,2025-09-08,EMP-00399,Already debate anything view receive despite.
TKT-002318,EMP-00168,,Policy & Benefits,In Progress,2025-07-19,,EMP-00391,
TKT-002319,EMP-00351,,Policy & Benefits,Closed,2025-09-24,2025-10-02,EMP-00397,Candidate keep grow us receive billion.
TKT-002320,EMP-00131,,HR Technology,Closed,2025-05-28,2025-07-22,EMP-00392,Responsibility among since candidate behavior friend another effect.
TKT-002321,EMP-00222,DATA-MGR,Onboarding,Closed,2025-01-13,2025-02-05,EMP-00399,Able worker arm resource organization various.
TKT-002322,EMP-00167,ENG-MGR,Onboarding,Closed,2025-09-18,2025-09-24,EMP-00391,Lead green total benefit Mr car audience age class.
TKT-002323,EMP-00158,FIN-IC2,Onboarding,Closed,2025-02-08,2025-03-08,EMP-00044,Bed radio spend within available fear tend American war old.
TKT-002324,EMP-00042,,Payroll,Closed,2025-04-21,2025-05-20,EMP-00393,Design want ahead easy whole must every per hot character.
TKT-002325,EMP-00379,,Payroll,Closed,2025-03-31,2025-04-05,EMP-00398,Soon data budget main may.
TKT-002326,EMP-00142,,HR Technology,Open,2025-03-25,,EMP-00391,
TKT-002327,EMP-00362,DEL-ROLE-017,Compensation,Closed,2025-04-22,2025-05-29,EMP-00397,Image those why individual wide hotel west theory.
TKT-002328,EMP-00317,,HR Technology,Closed,2025-05-30,2025-07-10,EMP-00397,Himself red upon base mention.
TKT-002329,EMP-00380,,Payroll,Closed,2025-11-06,2025-11-12,EMP-00395,Gun art ok single situation feel already whole.
TKT-002330,EMP-00156,DEL-ROLE-023,Compensation,Closed,2025-06-29,2025-08-07,EMP-00395,Woman range painting country different indicate across positive.
TKT-002331,EMP-00051,,HR Technology,Closed,2025-03-26,2025-04-14,EMP-00044,Cold couple suffer history its street because why.
TKT-002332,EMP-00395,HR-IC2,Offboarding,Closed,2025-05-29,2025-06-02,EMP-00399,Describe in case stock gas pressure receive.
TKT-002333,EMP-00267,,Payroll,Closed,2025-02-15,2025-02-25,EMP-00397,Pull big method message though always same.
TKT-002334,EMP-00250,,Payroll,Closed,2025-02-25,2025-03-18,EMP-00392,Wear pay science us challenge drive find star be over.
TKT-002335,EMP-00021,,Payroll,Closed,2025-12-20,2025-12-29,EMP-00398,Enough cut fund dream care whole writer water.
TKT-002336,EMP-00207,,HR Technology,Closed,2025-09-18,2025-10-12,EMP-00397,Threat project half door early we.
TKT-002337,EMP-00068,,HR Technology,Closed,2025-08-15,2025-09-14,EMP-00394,Speak drive bad strong summer.
TKT-002338,EMP-00267,,HR Technology,Closed,2025-08-30,2025-09-24,EMP-00391,Matter agreement woman environment tell sing hospital ready push material.
TKT-002339,EMP-00062,CS-IC2,Onboarding,Closed,2025-11-07,2025-11-25,EMP-00398,Husband Republican result wrong return wall trouble friend current.
TKT-002340,EMP-00265,,HR Technology,Closed,2025-05-17,2025-05-16,EMP-00393,Job nor yard establish hit rock since.
TKT-002341,EMP-00094,HR-MGR,Offboarding,Closed,2025-05-19,2025-06-05,EMP-00045,While as decade exactly bad gas have movement.
TKT-002342,EMP-00308,CS-IC2,Onboarding,Closed,2025-08-14,2025-09-09,EMP-00399,Of understand view true.
TKT-002343,EMP-00184,,Policy & Benefits,Closed,2025-07-20,2025-07-28,EMP-00397,Meet spring continue human central skill he.
TKT-002344,EMP-00191,HR-MGR,Learning & Development,Closed,2025-09-17,2025-11-13,EMP-00398,However such consider table dream law wonder carry.
TKT-002345,EMP-00183,,HR Technology,Closed,2025-10-06,2025-11-09,EMP-00391,Since open budget consider business sport apply property.
TKT-002346,EMP-00375,CS-IC1,Offboarding,Closed,2025-08-26,2025-09-09,EMP-00396,Practice on easy today wait staff feeling.
TKT-002347,EMP-00206,,HR Technology,In Progress,2025-01-14,,EMP-00395,
TKT-002348,EMP-00090,,HR Technology,Closed,2025-05-14,2025-07-05,EMP-00398,Though degree special laugh include price leader bit.
TKT-002349,EMP-00323,CS-IC2,Learning & Development,Closed,2025-12-21,2025-12-31,EMP-00399,Air population room many.
TKT-002350,EMP-00032,PM-MGR,Offboarding,Closed,2025-09-05,2025-09-17,EMP-00394,State turn center build happy near begin usually exactly choose.
TKT-002351,EMP-00144,PM-IC2,Onboarding,Closed,2025-03-07,2025-04-04,EMP-00399,Spring price school computer threat measure leave environment.
TKT-002352,EMP-00249,,HR Technology,Closed,2025-12-07,2025-12-31,EMP-00397,Any market poor clear possible staff agent more someone.
TKT-002353,EMP-00323,,Payroll,Closed,2025-01-09,2025-01-29,EMP-00393,Development know laugh officer hundred food.
TKT-002354,EMP-00046,,Employee Relations,Closed,2025-10-16,2025-11-07,EMP-00394,Crime about everything artist still understand.
TKT-002355,EMP-00249,,Policy & Benefits,Closed,2025-06-05,2025-06-10,EMP-00397,Record spring sport usually as until happen power probably animal agent.
TKT-002356,EMP-00143,MKT-MGR,Learning & Development,Closed,2025-12-05,2025-12-20,EMP-00393,Low radio role assume control leg.
TKT-002357,EMP-00189,,HR Technology,In Progress,2025-05-29,,EMP-00394,
TKT-002358,EMP-00103,,HR Technology,Closed,2025-02-26,2025-03-17,EMP-00392,Build ago feeling whose realize but.
TKT-002359,EMP-00167,,Policy & Benefits,Closed,2025-04-02,2025-04-18,EMP-00392,Several more physical beautiful year training.
TKT-002360,EMP-00196,,HR Technology,Closed,2025-10-14,2025-12-25,EMP-00392,Business her generation remember million hospital.
TKT-002361,EMP-00080,,HR Technology,Closed,2025-08-14,2025-09-30,EMP-00398,Over cost risk task six.
TKT-002362,EMP-00102,,Policy & Benefits,Closed,2025-10-23,2025-11-11,EMP-00397,Campaign health past still teacher raise travel chance.
TKT-002363,EMP-00409,,Payroll,Closed,2025-06-26,2025-07-06,EMP-00395,Policy side kind record couple mission.
TKT-002364,EMP-00124,DEL-ROLE-041,Onboarding,Closed,2024-12-31,2025-01-05,EMP-00392,Company expert table reality stock site develop government can institution.
TKT-002365,EMP-00059,,Policy & Benefits,Closed,2025-12-31,2025-12-31,EMP-00398,Medical will light before any.
TKT-002366,EMP-00341,,Payroll,Closed,2025-03-25,2025-04-14,EMP-00045,Animal could parent small building media citizen table high.
TKT-002367,EMP-00183,,Policy & Benefits,Closed,2025-07-03,2025-07-21,EMP-00391,Add by how government suddenly.
TKT-002368,EMP-00200,,HR Technology,In Progress,2025-04-07,,EMP-00392,
TKT-002369,EMP-00083,DATA-MGR,Onboarding,Closed,2025-12-13,2025-12-31,EMP-00397,Develop while question place consumer bed teacher program success itself.
TKT-002370,EMP-00381,,Payroll,Closed,2025-06-03,2025-06-06,EMP-00394,Move election I customer kind enjoy certain.
TKT-002371,EMP-00214,ENG-STAFF,Learning & Development,Closed,2025-12-23,2025-12-31,EMP-00392,Word word center claim Republican admit.
TKT-002372,EMP-00199,,Payroll,Closed,2025-02-02,2025-02-09,EMP-00393,Senior factor young get wrong.
TKT-002373,EMP-00004,,Policy & Benefits,Closed,2025-08-24,2025-08-15,EMP-00393,Child staff yard place contain safe government arm consumer thousand.
TKT-002374,EMP-00015,,HR Technology,Closed,2025-10-26,2025-12-31,EMP-00395,Decision prevent too drug today so long sometimes.
TKT-002375,EMP-00363,,Payroll,Closed,2025-08-02,2025-09-13,EMP-00398,Talk boy area however society.
TKT-002376,EMP-00387,,Payroll,Closed,2025-11-22,2025-12-12,EMP-00396,Bit door magazine firm task wear sign.
TKT-002377,EMP-00121,,Payroll,Closed,2025-04-30,2025-05-12,EMP-00392,Food add process detail history husband arm six professional director.
TKT-002378,EMP-00265,,HR Technology,Open,2025-12-26,,EMP-00045,
TKT-002379,EMP-00093,,Policy & Benefits,Closed,2025-08-15,2025-08-27,EMP-00396,Prevent history finish everybody live gun edge authority company.
TKT-002380,EMP-00007,CS-MGR,L&D,Closed,2025-05-16,2025-06-08,EMP-00391,Process happy into result author not truth garden into admit value.
TKT-002381,EMP-00275,,Policy & Benefits,Closed,2025-06-26,2025-06-29,EMP-00393,Office heavy world opportunity late.
TKT-002382,EMP-00135,,HR Technology,Closed,2025-05-24,2025-08-03,EMP-00397,Group continue local a case effect its citizen address.
TKT-002383,EMP-00242,CS-IC1,Compensation,Closed,2025-04-16,2025-05-03,EMP-00393,Term many carry product change available cut during respond town per.
TKT-002384,EMP-00249,,HR Technology,Closed,2025-02-09,2025-05-09,EMP-00397,Mother positive image not model democratic close make low.
TKT-002385,EMP-00205,,HR Technology,Closed,2025-06-18,2025-07-01,EMP-00392,Something world continue just hope.
TKT-002386,EMP-00127,,HR Technology,Closed,2025-09-23,2025-12-05,EMP-00398,Leave fund officer most perform.
TKT-002387,EMP-00396,PM-IC2,Compensation,Closed,2025-03-26,2025-03-27,EMP-00392,Inside down PM debate piece occur trouble realize data owner.
TKT-002388,EMP-00400,,Policy & Benefits,Closed,2025-12-12,2025-12-14,EMP-00392,Show forget could west public size PM consider by animal building.
TKT-002389,EMP-00082,,HR Technology,Closed,2025-01-21,2025-03-05,EMP-00397,Goal age give space evening.
TKT-002390,EMP-00418,PM-MGR,Compensation,In Progress,2025-06-24,,EMP-00045,
TKT-002391,EMP-00291,,Employee Relations,In Progress,2025-03-26,,EMP-00044,
TKT-002392,EMP-00014,,HR Technology,Closed,2025-01-25,2025-03-27,EMP-00397,None lay TV lose represent ability inside.
TKT-002393,EMP-00030,,Employee Relations,Closed,2025-04-09,2025-05-31,EMP-00394,Less fill name several market fear language late finally wait.
TKT-002394,EMP-00210,,Payroll,Closed,2025-12-20,2025-12-31,EMP-00393,Staff history girl real almost teach almost image good.
TKT-002395,EMP-00047,PM-MGR,Onboarding,Closed,2025-06-07,2025-06-13,EMP-00045,Like also school window north pattern while.
TKT-002396,EMP-00113,,HR Technology,Closed,2025-09-08,2025-12-15,EMP-00392,Bad third not group notice herself fly anyone he.
TKT-002397,EMP-00123,,Policy & Benefits,Closed,2025-11-11,2025-11-19,EMP-00398,Rest conference glass claim claim including deal feel would.
TKT-002398,EMP-00404,,HR Technology,Closed,2025-03-16,2025-04-09,EMP-00044,Pass trouble per nice now friend hour two.
TKT-002399,EMP-00349,DEL-ROLE-041,Offboarding,Closed,2025-11-28,2025-12-09,EMP-00398,Price easy win send themselves walk factor determine.
TKT-002400,EMP-00356,DATA-SR,Compensation,Closed,2025-10-14,2025-11-29,EMP-00391,Size social figure building notice owner each.
TKT-002401,EMP-00183,CS-IC1,Compensation,Closed,2025-09-02,2025-09-28,EMP-00398,Drug relationship tax every late difficult thing theory enough moment.
TKT-002402,EMP-00216,ENG-MGR,Onboarding,Closed,2025-09-02,2025-09-13,EMP-00399,Commercial different order matter campaign reveal rich despite offer stage.
TKT-002403,EMP-00088,,HR Technology,Closed,2025-03-03,2025-03-20,EMP-00396,Old value between citizen whose young set knowledge article community.
TKT-002404,EMP-00373,,Policy & Benefits,Closed,2025-10-16,2025-10-19,EMP-00044,Seven look feeling surface girl expert report include from.
TKT-002405,EMP-00303,,HR Technology,Open,2025-10-15,,EMP-00396,
TKT-002406,EMP-00035,,Employee Relations,Closed,2025-10-24,2025-12-08,EMP-00399,Car sing also act few note summer high ask rich.
TKT-002407,EMP-00291,,HR Technology,Closed,2025-01-24,2025-04-20,EMP-00395,Note statement center say green carry boy.
TKT-002408,EMP-00262,,HR Technology,Open,2025-12-12,,EMP-00397,
TKT-002409,EMP-00069,,HR Technology,Closed,2025-12-31,2025-12-31,EMP-00393,Four hour green religious hot former front quality likely.
TKT-002410,EMP-00125,,Payroll,Closed,2025-11-06,2025-12-12,EMP-00397,New involve south two.
TKT-002411,EMP-00058,,Policy & Benefits,Closed,2025-08-08,2025-08-27,EMP-00044,Despite attention relationship need country receive however determine authority various nearly.
TKT-002412,EMP-00382,,Policy & Benefits,Closed,2025-01-07,2025-01-12,EMP-00396,Those father contain stock citizen.
TKT-002413,EMP-00276,MKT-IC2,Onboarding,In Progress,2025-06-13,,EMP-00393,
TKT-002414,EMP-00363,,Payroll,In Progress,2025-07-01,,EMP-00398,
TKT-002415,EMP-00140,,HR Technology,Closed,2025-05-31,2025-09-15,EMP-00044,Almost eat financial fall enter debate.
TKT-002416,EMP-00266,,Policy & Benefits,Closed,2025-07-17,2025-07-31,EMP-00395,Affect discussion late often mean.
TKT-002417,EMP-00238,,HR Technology,Closed,2025-12-01,2025-11-27,EMP-00392,Sit music agreement need top wear finish remain.
TKT-002418,EMP-00060,,Payroll,Closed,2025-10-16,2025-10-29,EMP-00397,Notice exactly send where check source.
TKT-002419,EMP-00041,,Policy & Benefits,Closed,2025-08-31,2025-09-03,EMP-00044,Position win just experience letter.
TKT-002420,EMP-00276,DEL-ROLE-041,Onboarding,Closed,2025-01-22,2025-01-30,EMP-00044,Year few success around direction soldier.
TKT-002421,EMP-00105,,Payroll,Closed,2025-12-14,2025-12-27,EMP-00396,Water clear spring participant exactly hospital Congress seem.
TKT-002422,EMP-00145,,Employee Relations,Closed,2025-08-24,2025-09-25,EMP-00399,Current card yes perhaps do carry.
TKT-002423,EMP-00147,,Payroll,Closed,2025-05-15,2025-07-03,EMP-00044,Form of blue daughter act against.
TKT-002424,EMP-00006,MKT-IC2,Learning & Development,In Progress,2025-07-23,,EMP-00396,
TKT-002425,EMP-00381,,Payroll,In Progress,2025-10-08,,EMP-00399,
